user_id,total_questions,total_correct_solutions,number_algebra_mistakes,number_trigonometry_mistakes,number_reading_mistakes,number_working_with_formulas_mistakes,course_recommend
5684,41,35,0,2,1,2,Курс по олимпиадной геометрии
5685,30,8,9,17,2,0,Курс по тригонометрии
5686,16,0,0,16,1,0,Курс по тригонометрии
5687,34,10,3,7,36,0,Курс по улучшению внимательности
5688,50,28,7,13,16,4,"Курс по тригонометрии, Курс по улучшению внимательности"
5689,48,13,52,0,0,2,Курс по алгебре
5690,43,4,0,30,39,12,"Курс по тригонометрии, Курс по улучшению внимательности"
5691,31,30,1,0,0,0,Курс по олимпиадной геометрии
5692,42,26,1,12,2,4,"Курс по олимпиадной алгебре, Курс по тригонометрии"
5693,30,9,4,0,5,20,Курс по логическому мышлению и математике для начинающих
5694,44,16,0,0,0,38,Курс по логическому мышлению и математике для начинающих
5695,10,2,3,1,3,4,"Курс по улучшению внимательности, Курс по логическому мышлению и математике для начинающих"
5696,27,7,0,1,40,1,Курс по улучшению внимательности
5697,22,7,4,5,1,3,Курс по олимпиадной геометрии
5698,23,0,11,14,3,16,"Курс по тригонометрии, Курс по логическому мышлению и математике для начинающих"
5699,32,25,1,5,0,3,"Курс по тригонометрии, Курс по логическому мышлению и математике для начинающих"
5700,28,26,2,0,0,0,"Курс по олимпиадной геометрии, Курс по олимпиадной алгебре"
5701,38,11,21,2,3,6,Курс по алгебре
5702,12,6,0,1,4,0,Курс по улучшению внимательности
5703,46,23,17,6,0,2,"Курс по олимпиадной геометрии, Курс по алгебре"
5704,25,18,9,0,0,0,Sleep and recover more. You are best!
5705,39,4,20,7,23,5,"Курс по олимпиадной геометрии, Курс по улучшению внимательности, Курс по алгебре"
5706,45,1,13,1,50,7,Курс по улучшению внимательности
5707,33,5,27,0,1,4,Курс по алгебре
5708,16,7,0,1,13,4,"Курс по улучшению внимательности, Курс по логическому мышлению и математике для начинающих"
5709,23,6,14,5,5,10,"Курс по алгебре, Курс по логическому мышлению и математике для начинающих"
5710,16,14,0,1,0,1,"Курс по олимпиадной геометрии, Курс по логическому мышлению и математике для начинающих"
5711,28,19,0,0,0,19,Курс по логическому мышлению и математике для начинающих
5712,1,1,0,0,0,0,Sleep and recover more. You are best!
5713,24,22,1,1,0,0,"Курс по олимпиадной геометрии, Курс по олимпиадной алгебре"
5714,49,8,25,1,16,4,"Курс по улучшению внимательности, Курс по алгебре"
5715,4,1,2,1,0,0,"Курс по олимпиадной геометрии, Курс по алгебре"
5716,14,0,3,1,4,4,Sleep and recover more. You are best!
5717,37,4,33,1,18,12,"Курс по улучшению внимательности, Курс по алгебре"
5718,3,1,0,3,0,0,Курс по тригонометрии
5719,48,13,0,13,27,14,"Курс по олимпиадной геометрии, Курс по улучшению внимательности"
5720,18,10,4,0,7,1,Курс по улучшению внимательности
5721,6,0,1,2,4,0,"Курс по олимпиадной геометрии, Курс по улучшению внимательности"
5722,43,31,0,0,6,19,"Курс по улучшению внимательности, Курс по логическому мышлению и математике для начинающих"
5723,10,8,0,0,1,0,Курс по улучшению внимательности
5724,12,3,0,0,1,11,Курс по логическому мышлению и математике для начинающих
5725,28,0,0,4,7,20,"Курс по олимпиадной геометрии, Курс по логическому мышлению и математике для начинающих"
5726,24,24,0,0,0,0,Sleep and recover more. You are best!
5727,20,14,0,0,8,1,Курс по улучшению внимательности
5728,14,9,3,1,3,1,"Курс по олимпиадной геометрии, Курс по улучшению внимательности"
5729,28,8,23,0,10,3,"Курс по улучшению внимательности, Курс по алгебре"
5730,21,16,1,1,5,1,"Курс по олимпиадной алгебре, Курс по олимпиадной геометрии, Курс по улучшению внимательности"
5731,29,12,7,7,1,3,Курс по олимпиадной геометрии
5732,13,4,3,0,0,4,Курс по логическому мышлению и математике для начинающих
5733,8,8,0,0,0,0,Sleep and recover more. You are best!
5734,6,5,0,0,1,0,Курс по улучшению внимательности
5735,17,8,6,0,0,2,Курс по алгебре
5736,34,6,1,2,0,27,Курс по логическому мышлению и математике для начинающих
5737,20,3,8,22,0,1,Курс по тригонометрии
5738,1,1,0,0,0,0,Sleep and recover more. You are best!
5739,34,32,0,2,1,0,Sleep and recover more. You are best!
5740,31,22,4,5,4,0,"Курс по тригонометрии, Курс по улучшению внимательности"
5741,9,7,0,0,1,2,"Курс по улучшению внимательности, Курс по логическому мышлению и математике для начинающих"
5742,10,0,20,1,0,0,"Курс по олимпиадной геометрии, Курс по алгебре"
5743,23,7,4,13,1,12,"Курс по тригонометрии, Курс по логическому мышлению и математике для начинающих"
5744,26,13,0,2,10,15,"Курс по олимпиадной геометрии, Курс по улучшению внимательности, Курс по логическому мышлению и математике для начинающих"
5745,5,5,0,0,0,0,Sleep and recover more. You are best!
5746,44,40,0,0,1,2,Sleep and recover more. You are best!
5747,19,19,0,0,0,0,Sleep and recover more. You are best!
5748,49,15,0,65,0,7,Курс по тригонометрии
5749,35,34,0,1,0,0,Sleep and recover more. You are best!
5750,24,7,12,1,1,4,"Курс по олимпиадной геометрии, Курс по алгебре"
5751,48,21,5,16,0,19,"Курс по тригонометрии, Курс по логическому мышлению и математике для начинающих"
5752,20,12,0,3,9,1,Курс по улучшению внимательности
5753,47,9,11,33,19,17,"Курс по тригонометрии, Курс по улучшению внимательности, Курс по логическому мышлению и математике для начинающих"
5754,19,2,4,5,13,3,Курс по улучшению внимательности
5755,7,5,0,0,2,0,Курс по улучшению внимательности
5756,10,4,0,5,1,0,Курс по тригонометрии
5757,50,9,2,17,41,20,"Курс по улучшению внимательности, Курс по логическому мышлению и математике для начинающих"
5758,17,1,10,4,0,14,"Курс по алгебре, Курс по логическому мышлению и математике для начинающих"
5759,8,5,2,0,4,0,Курс по улучшению внимательности
5760,20,17,4,1,1,0,"Курс по олимпиадной геометрии, Курс по улучшению внимательности"
5761,50,39,2,2,17,0,"Курс по олимпиадной алгебре, Курс по олимпиадной геометрии, Курс по улучшению внимательности"
5762,46,42,3,2,3,0,"Курс по олимпиадной геометрии, Курс по олимпиадной алгебре"
5763,11,9,0,1,0,0,Курс по олимпиадной геометрии
5764,9,6,1,0,2,2,"Курс по олимпиадной алгебре, Курс по улучшению внимательности, Курс по логическому мышлению и математике для начинающих"
5765,50,18,22,1,31,8,"Курс по улучшению внимательности, Курс по алгебре"
5766,32,8,0,1,17,1,Курс по улучшению внимательности
5767,1,1,0,0,0,0,Sleep and recover more. You are best!
5768,13,1,0,2,12,2,"Курс по олимпиадной геометрии, Курс по улучшению внимательности"
5769,46,28,0,0,1,33,Курс по логическому мышлению и математике для начинающих
5770,41,9,4,2,17,14,"Курс по улучшению внимательности, Курс по логическому мышлению и математике для начинающих"
5771,12,2,0,6,9,1,"Курс по тригонометрии, Курс по улучшению внимательности"
5772,24,5,0,31,0,8,"Курс по тригонометрии, Курс по логическому мышлению и математике для начинающих"
5773,8,6,3,0,0,0,Sleep and recover more. You are best!
5774,23,5,1,27,1,0,Курс по тригонометрии
5775,48,34,12,2,4,8,Курс по логическому мышлению и математике для начинающих
5776,15,5,12,4,0,4,Курс по алгебре
5777,6,3,1,5,0,0,Курс по тригонометрии
5778,46,20,1,17,7,3,Курс по тригонометрии
5779,46,36,0,9,2,0,Курс по тригонометрии
5780,29,12,27,2,0,1,Курс по алгебре
5781,42,15,19,7,0,0,"Курс по олимпиадной геометрии, Курс по алгебре"
5782,15,9,2,0,9,1,"Курс по олимпиадной алгебре, Курс по улучшению внимательности"
5783,19,15,1,4,0,0,"Курс по олимпиадной алгебре, Курс по тригонометрии"
5784,46,21,13,35,0,2,"Курс по тригонометрии, Курс по алгебре"
5785,36,3,43,6,11,2,"Курс по улучшению внимательности, Курс по алгебре"
5786,18,5,2,24,1,1,Курс по тригонометрии
5787,35,14,0,0,16,13,"Курс по улучшению внимательности, Курс по логическому мышлению и математике для начинающих"
5788,6,3,2,2,0,0,"Курс по тригонометрии, Курс по алгебре"
5789,21,14,0,0,9,0,Курс по улучшению внимательности
5790,6,3,3,3,0,0,"Курс по тригонометрии, Курс по алгебре"
5791,11,2,6,3,0,1,"Курс по олимпиадной геометрии, Курс по алгебре"
5792,50,12,1,36,12,2,"Курс по тригонометрии, Курс по улучшению внимательности"
5793,38,26,5,1,3,1,"Курс по олимпиадной алгебре, Курс по олимпиадной геометрии"
5794,36,33,0,1,1,0,"Курс по олимпиадной геометрии, Курс по олимпиадной алгебре"
5795,43,27,0,9,12,0,"Курс по тригонометрии, Курс по улучшению внимательности"
5796,4,0,0,2,2,2,"Курс по улучшению внимательности, Курс по логическому мышлению и математике для начинающих"
5797,18,14,0,0,3,0,Курс по улучшению внимательности
5798,39,21,0,0,0,31,Курс по логическому мышлению и математике для начинающих
5799,3,2,0,0,1,0,Курс по улучшению внимательности
5800,34,28,7,0,0,1,Sleep and recover more. You are best!
5801,6,4,0,0,3,0,Курс по улучшению внимательности
5802,42,19,0,5,6,25,"Курс по олимпиадной геометрии, Курс по логическому мышлению и математике для начинающих"
5803,30,16,20,1,0,0,"Курс по олимпиадной геометрии, Курс по алгебре"
5804,12,10,0,0,2,0,Курс по улучшению внимательности
5805,8,5,0,1,2,2,"Курс по улучшению внимательности, Курс по логическому мышлению и математике для начинающих"
5806,16,2,2,0,7,12,"Курс по улучшению внимательности, Курс по логическому мышлению и математике для начинающих"
5807,6,2,0,0,5,0,Курс по улучшению внимательности
5808,37,15,0,3,0,17,"Курс по олимпиадной геометрии, Курс по логическому мышлению и математике для начинающих"
5809,49,22,5,18,16,3,"Курс по тригонометрии, Курс по улучшению внимательности"
5810,17,17,0,0,0,0,Sleep and recover more. You are best!
5811,43,37,1,1,0,8,Курс по логическому мышлению и математике для начинающих
5812,18,2,1,0,15,0,Курс по улучшению внимательности
5813,45,18,33,1,4,9,Курс по алгебре
5814,40,4,0,3,12,26,"Курс по улучшению внимательности, Курс по логическому мышлению и математике для начинающих"
5815,14,7,2,0,4,3,"Курс по улучшению внимательности, Курс по логическому мышлению и математике для начинающих"
5816,18,4,0,26,3,1,Курс по тригонометрии
5817,1,0,0,1,0,0,Курс по тригонометрии
5818,24,0,1,16,23,5,"Курс по тригонометрии, Курс по улучшению внимательности"
5819,23,12,7,9,1,4,"Курс по тригонометрии, Курс по алгебре"
5820,3,0,5,1,0,0,Курс по алгебре
5821,12,7,0,6,1,3,"Курс по тригонометрии, Курс по логическому мышлению и математике для начинающих"
5822,24,23,0,0,1,0,Sleep and recover more. You are best!
5823,12,1,0,1,4,8,"Курс по улучшению внимательности, Курс по логическому мышлению и математике для начинающих"
5824,9,3,0,0,0,5,Курс по логическому мышлению и математике для начинающих
5825,33,20,3,14,3,0,Курс по тригонометрии
5826,39,25,3,3,0,8,"Курс по олимпиадной геометрии, Курс по логическому мышлению и математике для начинающих"
5827,5,3,0,0,0,1,Курс по логическому мышлению и математике для начинающих
5828,16,14,1,1,0,1,"Курс по олимпиадной алгебре, Курс по логическому мышлению и математике для начинающих"
5829,31,1,16,14,2,8,Курс по алгебре
5830,15,8,0,14,0,0,Курс по тригонометрии
5831,34,27,0,0,5,1,Курс по улучшению внимательности
5832,6,1,2,2,2,0,Курс по улучшению внимательности
5833,27,24,0,2,1,0,"Курс по тригонометрии, Курс по улучшению внимательности"
5834,25,5,0,0,2,20,Курс по логическому мышлению и математике для начинающих
5835,49,16,0,0,47,0,Курс по улучшению внимательности
5836,48,46,0,2,0,1,Курс по олимпиадной геометрии
5837,43,28,1,13,1,0,Курс по тригонометрии
5838,5,1,0,1,4,0,Курс по улучшению внимательности
5839,46,5,11,29,0,3,Курс по тригонометрии
5840,21,10,0,19,0,0,Курс по тригонометрии
5841,20,2,0,18,6,6,"Курс по тригонометрии, Курс по улучшению внимательности"
5842,22,1,7,23,1,3,Курс по тригонометрии
5843,16,14,1,1,0,0,Sleep and recover more. You are best!
5844,44,9,12,2,7,8,Курс по олимпиадной геометрии
5845,4,2,1,0,3,0,Курс по улучшению внимательности
5846,28,28,0,0,0,0,Sleep and recover more. You are best!
5847,48,39,0,7,0,0,Курс по тригонометрии
5848,10,7,0,2,1,0,"Курс по тригонометрии, Курс по улучшению внимательности"
5849,30,26,0,1,3,0,"Курс по олимпиадной геометрии, Курс по улучшению внимательности"
5850,7,5,2,0,2,0,Курс по улучшению внимательности
5851,23,23,0,0,0,0,Sleep and recover more. You are best!
5852,26,20,2,0,1,2,Курс по олимпиадной алгебре
5853,26,10,10,1,0,6,Курс по алгебре
5854,25,21,0,8,0,0,Курс по тригонометрии
5855,36,29,0,7,3,0,"Курс по тригонометрии, Курс по улучшению внимательности"
5856,41,2,2,63,13,0,"Курс по тригонометрии, Курс по улучшению внимательности"
5857,32,17,0,29,0,0,Курс по тригонометрии
5858,15,4,3,4,1,15,"Курс по олимпиадной геометрии, Курс по логическому мышлению и математике для начинающих"
5859,3,0,1,0,0,2,Курс по логическому мышлению и математике для начинающих
5860,7,1,0,1,2,3,"Курс по улучшению внимательности, Курс по логическому мышлению и математике для начинающих"
5861,50,38,4,0,1,13,Курс по логическому мышлению и математике для начинающих
5862,23,22,1,0,0,0,Sleep and recover more. You are best!
5863,37,8,15,2,0,9,Курс по алгебре
5864,49,9,11,6,20,40,"Курс по олимпиадной геометрии, Курс по улучшению внимательности, Курс по логическому мышлению и математике для начинающих"
5865,26,14,4,0,4,12,"Курс по улучшению внимательности, Курс по логическому мышлению и математике для начинающих"
5866,34,31,0,4,1,0,Sleep and recover more. You are best!
5867,18,11,0,0,4,2,Курс по улучшению внимательности
5868,26,6,1,24,2,9,"Курс по тригонометрии, Курс по логическому мышлению и математике для начинающих"
5869,24,11,2,0,11,3,Курс по улучшению внимательности
5870,2,2,0,0,0,0,Sleep and recover more. You are best!
5871,49,12,5,7,5,40,"Курс по олимпиадной геометрии, Курс по логическому мышлению и математике для начинающих"
5872,9,3,2,5,1,0,Курс по тригонометрии
5873,39,3,4,44,10,6,Курс по тригонометрии
5874,7,4,1,0,4,0,Курс по улучшению внимательности
5875,13,12,1,0,0,0,Sleep and recover more. You are best!
5876,33,19,4,2,10,5,Курс по улучшению внимательности
5877,20,17,0,1,3,0,Курс по улучшению внимательности
5878,31,2,2,22,12,4,"Курс по тригонометрии, Курс по улучшению внимательности"
5879,44,6,18,8,7,0,Sleep and recover more. You are best!
5880,15,15,0,0,0,0,Sleep and recover more. You are best!
5881,26,23,0,0,5,1,Курс по улучшению внимательности
5882,37,27,0,9,4,6,"Курс по тригонометрии, Курс по улучшению внимательности, Курс по логическому мышлению и математике для начинающих"
5883,25,20,0,0,0,4,Курс по логическому мышлению и математике для начинающих
5884,35,12,18,5,1,6,Курс по алгебре
5885,19,11,11,5,1,0,"Курс по тригонометрии, Курс по алгебре"
5886,3,0,3,0,2,0,"Курс по улучшению внимательности, Курс по алгебре"
5887,4,2,0,2,1,0,"Курс по тригонометрии, Курс по улучшению внимательности"
5888,17,1,13,17,0,3,"Курс по тригонометрии, Курс по алгебре"
5889,12,3,15,0,0,0,Курс по алгебре
5890,2,0,2,1,0,0,"Курс по олимпиадной геометрии, Курс по алгебре"
5891,45,9,21,2,4,41,"Курс по олимпиадной геометрии, Курс по алгебре, Курс по логическому мышлению и математике для начинающих"
5892,21,16,1,1,1,5,"Курс по олимпиадной алгебре, Курс по олимпиадной геометрии, Курс по логическому мышлению и математике для начинающих"
5893,11,1,3,0,0,11,Курс по логическому мышлению и математике для начинающих
5894,18,16,0,0,2,0,Курс по улучшению внимательности
5895,36,27,3,0,0,6,Курс по логическому мышлению и математике для начинающих
5896,37,4,21,6,11,4,"Курс по олимпиадной геометрии, Курс по улучшению внимательности, Курс по алгебре"
5897,46,9,62,0,0,0,Курс по алгебре
5898,43,14,44,4,10,2,"Курс по улучшению внимательности, Курс по алгебре"
5899,13,1,1,0,12,0,Курс по улучшению внимательности
5900,42,14,4,2,17,24,"Курс по олимпиадной геометрии, Курс по улучшению внимательности, Курс по логическому мышлению и математике для начинающих"
5901,1,0,0,1,0,0,Курс по тригонометрии
5902,2,0,0,0,1,2,"Курс по улучшению внимательности, Курс по логическому мышлению и математике для начинающих"
5903,44,16,4,1,1,43,Курс по логическому мышлению и математике для начинающих
5904,15,2,4,0,3,5,Sleep and recover more. You are best!
5905,13,9,0,1,2,0,"Курс по олимпиадной геометрии, Курс по улучшению внимательности"
5906,4,4,0,0,0,0,"Курс по олимпиадной геометрии, Курс по олимпиадной алгебре"
5907,6,6,0,0,0,0,Sleep and recover more. You are best!
5908,39,10,0,23,3,26,"Курс по тригонометрии, Курс по логическому мышлению и математике для начинающих"
5909,37,37,0,0,0,0,Sleep and recover more. You are best!
5910,1,1,0,0,0,0,Sleep and recover more. You are best!
5911,20,13,0,0,0,12,Курс по логическому мышлению и математике для начинающих
5912,42,1,21,33,5,0,"Курс по тригонометрии, Курс по алгебре"
5913,36,9,0,4,14,7,Курс по улучшению внимательности
5914,3,0,0,1,1,1,Курс по улучшению внимательности
5915,24,6,2,1,0,34,"Курс по олимпиадной геометрии, Курс по логическому мышлению и математике для начинающих"
5916,14,0,0,3,12,2,"Курс по олимпиадной геометрии, Курс по улучшению внимательности"
5917,15,10,0,0,1,7,Курс по логическому мышлению и математике для начинающих
5918,9,3,7,2,1,1,"Курс по олимпиадной геометрии, Курс по алгебре"
5919,21,13,4,2,0,8,"Курс по олимпиадной алгебре, Курс по олимпиадной геометрии, Курс по логическому мышлению и математике для начинающих"
5920,29,20,0,12,1,0,Курс по тригонометрии
5921,27,23,5,0,0,2,Курс по логическому мышлению и математике для начинающих
5922,30,4,2,14,11,5,"Курс по тригонометрии, Курс по улучшению внимательности"
5923,44,37,1,2,3,1,"Курс по олимпиадной алгебре, Курс по олимпиадной геометрии, Курс по улучшению внимательности"
5924,26,11,15,0,8,0,"Курс по улучшению внимательности, Курс по алгебре"
5925,47,17,0,0,31,0,Курс по улучшению внимательности
5926,38,12,10,6,3,19,"Курс по олимпиадной геометрии, Курс по логическому мышлению и математике для начинающих"
5927,9,1,0,14,0,1,Курс по тригонометрии
5928,42,29,10,15,0,1,Курс по тригонометрии
5929,12,0,6,14,0,1,Курс по тригонометрии
5930,28,9,1,2,6,7,"Курс по олимпиадной геометрии, Курс по улучшению внимательности"
5931,44,23,13,2,7,12,"Курс по олимпиадной геометрии, Курс по улучшению внимательности, Курс по алгебре, Курс по логическому мышлению и математике для начинающих"
5932,3,1,0,2,1,0,"Курс по тригонометрии, Курс по улучшению внимательности"
5933,21,12,10,2,3,1,"Курс по олимпиадной геометрии, Курс по улучшению внимательности, Курс по алгебре"
5934,8,5,1,0,0,1,Sleep and recover more. You are best!
5935,22,2,21,0,2,0,Курс по алгебре
5936,7,3,0,2,3,0,Курс по улучшению внимательности
5937,38,3,9,23,2,15,"Курс по тригонометрии, Курс по логическому мышлению и математике для начинающих"
5938,28,16,1,6,0,4,Курс по олимпиадной геометрии
5939,4,4,0,0,0,0,Sleep and recover more. You are best!
5940,43,27,25,0,0,1,Sleep and recover more. You are best!
5941,22,14,2,1,0,13,"Курс по олимпиадной геометрии, Курс по логическому мышлению и математике для начинающих"
5942,22,17,3,0,3,0,Курс по улучшению внимательности
5943,34,2,32,2,3,19,"Курс по алгебре, Курс по логическому мышлению и математике для начинающих"
5944,32,3,7,4,25,2,Курс по улучшению внимательности
5945,34,33,0,0,1,0,Sleep and recover more. You are best!
5946,44,26,0,8,1,5,Курс по олимпиадной геометрии
5947,5,3,2,0,0,0,Sleep and recover more. You are best!
5948,48,15,7,0,55,2,Курс по улучшению внимательности
5949,7,7,0,0,0,0,Курс по олимпиадной геометрии
5950,46,13,1,1,65,3,Курс по улучшению внимательности
5951,42,31,1,1,4,14,"Курс по улучшению внимательности, Курс по логическому мышлению и математике для начинающих"
5952,3,2,1,0,0,0,Sleep and recover more. You are best!
5953,45,20,2,7,3,13,Курс по логическому мышлению и математике для начинающих
5954,35,28,8,0,0,2,Sleep and recover more. You are best!
5955,32,10,12,0,6,5,Курс по алгебре
5956,29,18,6,1,0,5,Курс по логическому мышлению и математике для начинающих
5957,47,2,40,22,8,2,"Курс по олимпиадной геометрии, Курс по алгебре"
5958,8,1,5,0,6,1,"Курс по улучшению внимательности, Курс по алгебре"
5959,13,6,8,0,0,2,Курс по алгебре
5960,14,12,0,0,0,1,Курс по логическому мышлению и математике для начинающих
5961,3,2,1,0,0,0,Sleep and recover more. You are best!
5962,17,17,0,0,0,0,Курс по олимпиадной геометрии
5963,12,2,2,0,4,6,"Курс по улучшению внимательности, Курс по логическому мышлению и математике для начинающих"
5964,11,8,1,0,1,1,"Курс по олимпиадной алгебре, Курс по улучшению внимательности"
5965,18,14,0,1,0,3,Курс по логическому мышлению и математике для начинающих
5966,7,0,2,2,1,2,Курс по олимпиадной геометрии
5967,39,2,4,31,19,10,"Курс по тригонометрии, Курс по улучшению внимательности"
5968,45,37,0,10,1,2,Курс по тригонометрии
5969,50,30,0,21,1,1,Курс по тригонометрии
5970,6,2,1,3,0,0,Курс по тригонометрии
5971,27,26,1,0,0,0,Sleep and recover more. You are best!
5972,39,4,2,4,54,2,Курс по улучшению внимательности
5973,36,8,30,1,18,0,"Курс по улучшению внимательности, Курс по алгебре"
5974,10,4,0,5,1,2,Курс по тригонометрии
5975,3,2,1,0,0,0,Sleep and recover more. You are best!
5976,4,1,3,0,2,0,"Курс по улучшению внимательности, Курс по алгебре"
5977,44,6,20,1,8,4,Курс по алгебре
5978,28,5,7,13,2,1,Курс по тригонометрии
5979,25,15,5,10,2,3,"Курс по олимпиадной алгебре, Курс по тригонометрии"
5980,38,4,0,28,1,12,Курс по тригонометрии
5981,43,18,11,11,1,1,Sleep and recover more. You are best!
5982,18,16,0,3,0,0,Курс по тригонометрии
5983,39,30,4,0,4,0,"Курс по олимпиадной алгебре, Курс по улучшению внимательности"
5984,42,28,0,0,12,0,Курс по улучшению внимательности
5985,13,2,21,0,0,0,Курс по алгебре
5986,43,43,0,0,0,0,Sleep and recover more. You are best!
5987,35,1,8,10,28,10,Курс по улучшению внимательности
5988,28,22,0,7,0,4,"Курс по тригонометрии, Курс по логическому мышлению и математике для начинающих"
5989,42,19,5,0,7,35,"Курс по улучшению внимательности, Курс по логическому мышлению и математике для начинающих"
5990,47,36,2,2,2,4,Курс по олимпиадной алгебре
5991,15,13,0,0,1,0,Курс по улучшению внимательности
5992,21,15,1,6,0,0,"Курс по олимпиадной алгебре, Курс по тригонометрии"
5993,8,4,1,2,1,1,Sleep and recover more. You are best!
5994,44,41,0,1,2,0,Sleep and recover more. You are best!
5995,10,7,2,0,1,0,Курс по улучшению внимательности
5996,40,33,0,0,0,6,Курс по логическому мышлению и математике для начинающих
5997,45,27,37,0,0,0,Sleep and recover more. You are best!
5998,14,6,0,10,0,2,Курс по тригонометрии
5999,48,22,9,0,4,38,Курс по логическому мышлению и математике для начинающих
6000,21,14,9,0,0,0,Sleep and recover more. You are best!
6001,3,0,3,0,0,0,Курс по алгебре
6002,42,16,15,11,4,8,"Курс по олимпиадной геометрии, Курс по алгебре"
6003,21,3,6,9,19,1,"Курс по олимпиадной геометрии, Курс по улучшению внимательности"
6004,24,23,0,0,0,0,Курс по олимпиадной геометрии
6005,8,8,0,0,0,0,Sleep and recover more. You are best!
6006,7,2,1,4,0,0,Курс по тригонометрии
6007,24,21,0,0,3,0,Курс по улучшению внимательности
6008,35,2,0,0,39,4,Курс по улучшению внимательности
6009,8,4,0,0,3,0,Курс по улучшению внимательности
6010,44,13,0,1,1,54,Курс по логическому мышлению и математике для начинающих
6011,9,2,2,8,0,5,"Курс по тригонометрии, Курс по логическому мышлению и математике для начинающих"
6012,27,16,2,6,1,8,"Курс по тригонометрии, Курс по логическому мышлению и математике для начинающих"
6013,49,15,39,9,24,1,"Курс по улучшению внимательности, Курс по алгебре"
6014,26,9,0,12,20,0,"Курс по тригонометрии, Курс по улучшению внимательности"
6015,30,23,0,11,0,0,Курс по тригонометрии
6016,12,10,1,0,0,0,Sleep and recover more. You are best!
6017,34,15,9,7,3,4,Курс по олимпиадной геометрии
6018,47,37,0,8,0,0,Курс по тригонометрии
6019,2,2,0,0,0,0,Курс по олимпиадной алгебре
6020,21,0,1,15,7,2,"Курс по тригонометрии, Курс по улучшению внимательности"
6021,25,2,5,17,4,7,Курс по тригонометрии
6022,34,15,0,1,2,21,Курс по логическому мышлению и математике для начинающих
6023,45,7,32,1,8,14,Курс по алгебре
6024,9,5,0,3,3,1,"Курс по тригонометрии, Курс по улучшению внимательности"
6025,43,38,1,3,3,1,"Курс по тригонометрии, Курс по улучшению внимательности"
6026,17,17,0,0,0,0,Sleep and recover more. You are best!
6027,13,8,0,8,0,0,Курс по тригонометрии
6028,5,5,0,0,0,0,Курс по олимпиадной геометрии
6029,14,10,4,0,2,0,Курс по улучшению внимательности
6030,13,11,1,1,0,1,"Курс по олимпиадной алгебре, Курс по олимпиадной геометрии, Курс по логическому мышлению и математике для начинающих"
6031,7,2,0,0,9,0,Курс по улучшению внимательности
6032,6,1,0,2,7,0,"Курс по олимпиадной геометрии, Курс по улучшению внимательности"
6033,7,2,1,2,2,2,"Курс по олимпиадной геометрии, Курс по улучшению внимательности"
6034,47,19,6,1,42,0,Курс по улучшению внимательности
6035,44,29,8,7,4,1,Sleep and recover more. You are best!
6036,39,19,12,9,12,4,"Курс по улучшению внимательности, Курс по алгебре"
6037,5,4,0,0,1,0,Курс по улучшению внимательности
6038,35,16,0,2,14,0,"Курс по олимпиадной геометрии, Курс по улучшению внимательности"
6039,6,3,0,4,0,0,Курс по тригонометрии
6040,28,6,20,2,3,1,"Курс по олимпиадной геометрии, Курс по алгебре"
6041,41,35,1,0,0,8,Курс по логическому мышлению и математике для начинающих
6042,26,10,0,0,18,0,Курс по улучшению внимательности
6043,4,3,1,0,0,0,Sleep and recover more. You are best!
6044,14,7,0,0,5,4,"Курс по улучшению внимательности, Курс по логическому мышлению и математике для начинающих"
6045,21,9,0,1,6,2,"Курс по олимпиадной геометрии, Курс по улучшению внимательности"
6046,13,0,1,5,9,2,Курс по улучшению внимательности
6047,31,28,1,1,1,1,Курс по олимпиадной алгебре
6048,5,5,0,0,0,0,Sleep and recover more. You are best!
6049,3,2,1,0,0,0,Sleep and recover more. You are best!
6050,2,1,0,0,0,0,Sleep and recover more. You are best!
6051,42,18,0,0,1,23,Курс по логическому мышлению и математике для начинающих
6052,28,2,24,19,8,0,"Курс по тригонометрии, Курс по улучшению внимательности, Курс по алгебре"
6053,13,1,2,3,1,5,Курс по логическому мышлению и математике для начинающих
6054,15,2,10,4,10,2,"Курс по олимпиадной геометрии, Курс по улучшению внимательности, Курс по алгебре"
6055,6,3,0,0,3,0,Курс по улучшению внимательности
6056,8,0,0,0,2,5,Курс по логическому мышлению и математике для начинающих
6057,2,2,0,0,0,0,Sleep and recover more. You are best!
6058,18,17,0,0,1,0,"Курс по олимпиадной геометрии, Курс по олимпиадной алгебре"
6059,40,1,7,20,12,21,"Курс по тригонометрии, Курс по улучшению внимательности, Курс по логическому мышлению и математике для начинающих"
6060,29,13,0,16,1,1,Курс по тригонометрии
6061,20,11,10,0,0,1,Курс по алгебре
6062,23,14,7,4,6,0,"Курс по олимпиадной геометрии, Курс по улучшению внимательности"
6063,35,4,19,24,10,1,"Курс по тригонометрии, Курс по улучшению внимательности, Курс по алгебре"
6064,7,2,1,0,3,0,Курс по улучшению внимательности
6065,40,30,11,3,0,4,Sleep and recover more. You are best!
6066,19,13,3,7,0,0,Курс по тригонометрии
6067,15,4,2,5,2,1,Sleep and recover more. You are best!
6068,6,3,1,1,0,1,Sleep and recover more. You are best!
6069,46,45,0,0,1,0,"Курс по олимпиадной геометрии, Курс по олимпиадной алгебре"
6070,20,14,1,4,1,0,Курс по тригонометрии
6071,21,9,6,0,1,2,Sleep and recover more. You are best!
6072,45,19,4,16,3,11,"Курс по тригонометрии, Курс по логическому мышлению и математике для начинающих"
